"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"New Zealand","NZL","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47430565352.9905","47494213703.8529","49289123119.5433","52926308861.3331","57700440606.8883","61675283111.7676","63797336482.3377","68049954729.131","70430310722.7719","74201552981.1942","78277900049.7244","82927464849.4254","87388918161.2594","91959214462.1492","96782434610.5431","99289902280.1303","108346635767.206","115203808627.626","117838558699.25","126597826921.418","129087036918.275","136864490902.912","139364090659.271","154647474133.442","161650690969.161","167027511241.436","182187052396.656","195586316589.085","200855067140.117","221218280437.932","223407788207.756","232781061359.081",
"OECD members","OED","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18240777472677.1","19149924996246.1","20046069915150.1","20743754218627.2","21863748916879.1","22888217897833","24166499306740","25528995745149.2","26461066455340.4","27687598040333.7","29692822262100.1","30845410457841.9","31973118653457.7","33140268197832","35209018799133.4","37184768071114.6","40077092448933.8","42090630618390.1","43305184519248.8","42521602315182.1","44665090243999.4","46876741357796.3","48626974250868.9","50578706391669.9","52518178068199.6","54256169601936.9","56301967449053.9","58910580020936.4","61549526780258.2","63120294312904.4","61922921445965.5","67161413618254",
"Oman","OMN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46361214491.656","51303553004.6839","56082230128.3431","60933086979.7515","64554798678.9388","69436385477.6825","72657825898.2618","78223128138.2372","81065028841.7243","82007517525.6509","89299977164.278","95301719585.5576","95391852400.8966","96660099017.7311","101370184610.543","105522615503.647","116171655809.333","124490156232.899","134077326754.688","141212276320.557","145045688745.096","152594727697.303","168703166583.162","174844325113.631","170446078355.22","148394302833.03","144570028932.727","149326179676.254","152385110577.503","151337277045.093","147679977133.18","158741584491.043",
"Other small states","OSS","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","222453015805.514","239507988795.001","253929496874.174","271872045505.437","297381710219.042","321548761960.535","385848901884.183","439785529341.095","485601804831.462","488779184691.313","535990850251.372","601135592533.026","652387977408.583","679525358144.893","689288000157.99","609806199965.519","607015819563.096","663749742848.719","687915865411.054","716024624930.425","689978159539.472","736861054622.309",
"Pakistan","PAK","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","228977545428.986","248478696488.799","273633325475.866","284444444172.323","301039089773.386","322903285204.715","344366675215.254","352894334970.859","365312504746.313","386385878892.011","410787636606.444","433951468062.995","450998360298.77","488686269654.468","541472561858.829","595187785044.379","650177841357.577","697440263165.311","723199360609.808","746311184691.629","772778912138.244","813736787467.701","836210260021.484","870920987232.388","918332294598.508","966733654875.447","993504432307.737","1042822782433.41","1132861480415.16","1179267964810.88","1177448261765.34","1313296058168.11",
"Panama","PAN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11957950993.9131","13224975906.5918","14811250081.6533","16281390894.9594","17258273139.8399","17471025609.3782","18972518244.1796","20289933546.619","21858446810.0728","22738594180.7294","24175024418.2826","24818111333.7889","26476515607.8558","27039637649.4268","29571312005.7445","32576188442.5407","36469303108.0847","42522512186.9877","47558119757.4752","48793518950.7074","50871607643.5432","59266881820.9713","65663169684.7696","74726183264.6717","81538625594.7605","94068775486.3894","104319482217.989","117373598053.962","123494122167.32","130167771476.159","111886117520.983","129329759985.098",
"Peru","PER","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69589424432.1265","76324086867.3659","77299574012.9325","82928790437.0958","94657949983.1103","103453636033.628","109681272921.009","119170909008.076","121235774408.839","124722729312.152","130304055181.181","134900896441.543","143672337855.504","151057336428.231","159643138970.159","172861106876.73","187799262514.383","210103268393.824","235794449306.48","241631775606.173","261734026525.648","283964927266.9","297710295468.343","318997109857.16","330667402340.409","340543090251.254","356119980475.884","375165985596.124","397988447252.732","419917465951.067","382203128152.353","430829468717.553",
"Philippines","PHL","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161492248659.06","168033313665.91","174958008631.603","183955233087.688","198109910239.031","212081722210.487","230212371751.431","249916392017.644","272945596846.975","284591612087.586","293212948181.82","309378404507.95","325751564962.128","348687771873.681","381278971144.544","414300912065.311","447487087837.04","488570894174.757","521417733381.25","542974940196.515","588065190329.407","621050497572.568","679680535112.737","730910824409.18","780292861532.848","817730803200.056","887291422584.605","948319217869.219","1029094095881.68","1105082730007.55","989559325663.412","1048915224171.64",
"Palau","PLW","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","212083121.120707","232531414.760221","244674552.531202","234994101.032148","248586167.927912","269068775.937354","279264369.577248","296476904.061125","286261641.9199","259666699.884096","264375528.254417","287451868.833676","298454902.473557","294014432.715432","314941901.346617","342652395.393948","348636485.329927","333942547.814723","345707510.259764","349768552.161851","308036955.41868","279232141.45157",
"Papua New Guinea","PNG","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6473882292.68476","7358730033.24845","8243058155.47242","10000820777.9865","10920116215.5518","10896998168.7967","11701344722.011","11622755975.5581","11276343606.8895","11554793238.6154","11676627329.5293","11775607863.9045","11985608876.7409","12154730987.915","13007994258.0036","14501521736.7631","14967232044.0004","16982430734.2995","17570546845.2492","18532804586.6035","20626807204.1911","20754466387.4553","23194710479.6786","23745341183.964","29365484974.8416","31581274961.0675","33893547444.9345","35445043938.902","35973268652.9224","37606209091.686","38040933975.5548","38541617367.1408",
"Poland","POL","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","223505827253.491","218810307931.432","226977629593.793","242708657381.617","264924714558.641","292308696843.769","317509469598.852","342970560883.869","364372205438.068","385895136897.063","406594929209.904","423969011855.645","449791781841.823","464973274627.108","493816272277.46","519899121597.565","562976741370.897","618597405735.694","683247541176.712","711300869857.38","768324731343.661","831945172263.726","863722658459.571","891480637554.665","925613787686.564","980763303941.503","1027975990900.51","1089434780039.24","1164972380872.85","1227023119284.95","1256007260541.75","1361044282507.55",
"Pre-demographic dividend","PRE","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","571011185106.182","600690986848.767","619742998964.59","650180033359.854","671094627735.504","723162247513.977","769866783828.52","845728976960.76","925058472142.604","991818936250.948","1061946699409.88","1141115773491.08","1205958308499.98","1189414763750.52","1390318846548.4","1491464093906.47","1686388156145.9","1824803306391.83","1994916537121.61","2091477533081.08","2237466418239.12","2387414523285.76","2531600752834.3","2701755032983.98","2898377812945.96","2840290765618.68","2933081469481.15","3073207626756.71","3210336199156.09","3388024123733.45","3330725264111.96","3570346055257.89",
"Puerto Rico","PRI","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33502940080.7084","35435407732.3238","36707424242.5533","39117581485.136","41045542594.4086","43547531191.7606","45532305816.8653","48698482823.096","50264397308.0333","54768958510.9652","58667029711.589","60466420041.3541","61275044788.1266","63038133449.682","71581876811.8341","73318627702.7486","75553445959.7957","78370778335.7001","77502085837.7489","75380899418.8454","75222164405.1307","76671237933.7386","79385642494.7194","80211595023.5961","79957879558.6487","79546562680.8065","78484982368.6929","76274336611.4746","74925969349.946","77954500482.475","76723101601.2937","80816114013.156",
"Korea, Dem. People's Rep.","PRK","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117471902279.022","127031301765.346","131954736800.194","132432367612.372","135985751035.736","145489094936.483","151011084096.565","159391517622.489","169049288805.113","180450688875.367","191090624035.721","198861076753.883","208897263871.468","215891022205.235","222341372512.19","235520718575.134","252341811995.826","263509353510.117","272098077805.794","270283827146.521","279072250698.9","278041334782.043","271411027125.957","288230115471.542","292835641286.096","298988604095.756","318436286348.298","332380808701.934","350426662255.11","362410185382.854","346395852277.624","365360800285.515",
"Paraguay","PRY","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28747792573.5376","31386001159.4525","32093060456.2968","32547347055.662","32470499268.6974","30932049218.9213","31977701943.7466","33400586585.016","32968220650.1005","35890825666.6254","38034258962.6656","42489069399.9784","48179571341.4482","52724147861.4515","52686233974.1406","59276248344.5381","63741824351.6808","61585328880.1412","69081409648.313","72788627833.9778","73987822553.7214","78729162701.4391","83587550442.5237","88286667248.2945","89886055110.9797","89933104130.2875","97881468647.8653",
"West Bank and Gaza","PSE","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5841599196.63901","6423455591.75857","6567367539.78192","7751340903.43906","9251349578.91352","10156945178.5811","9038545157.60845","8111957370.27575","7093716702.64508","8248193871.31381","10214336224.2082","11921729599.0358","12286184596.1772","13282110142.1397","14501954117.2174","15487466673.2466","16520692429.7893","18568276886.8443","22319464164.0717","23691827250.3597","25433044780.3951","28541925647.3697","30924647527.1429","32283134198.3557","34619827282.0067","35892215218.5306","31763809515.4483","36267433157.1495",
